안전시설명,안전시설전화번호,소재지도로명주소,소재지지번주소,위도,경도,현존주소여부
(일산서구) CUNY태권도장,031-914-0713,경기도 고양시 일산서구 일현로 122,경기도 고양시 일산서구 탄현동 1476번지 탄현동8단지 상가 302호,37.6985122,126.7669086,S
(일산서구) 가위손미용실,031-911-3487,경기도 고양시 일산서구 현중로 62,경기도 고양시 일산서구 탄현동 1479 탄현6단지상가,37.69651504,126.7684003,S
(일산서구) 한국야쿠르트 중산점,031-917-4320,경기도 고양시 일산서구 현중로26번길 37-14,경기도 고양시 일산서구 탄현동 1499-4,37.69395967,126.7700977,S
(일산서구) 한울태권도,031-922-2208,,경기도 고양시 일산서구 탄현동 198 일신삼익상가,,,F
(일산서구) 한국체대꿈나무태권도,031-917-4288,,경기도 고양시 일산서구 탄현동 부영아파트 3단지상가,,,F
GS25 과천동지점,,,경기도 과천시 과천동,,,F
GS25 과천양지점,,경기도 과천시 양지마을1로 47,경기도 과천시 과천동 458-7,37.44977092,126.9984406,S
진로24시마트,,경기도 과천시 문원청계4길 4,경기도 과천시 문원동 115-153번지,37.42424543,127.0091633,S
세븐일레븐 과천중앙공원점,02-504-6371,경기도 과천시 별양상가1로 35,경기도 과천시 별양동 1-4번지 106 107호,37.42847093,126.9935046,S
과천우체국,02-502-2005,경기도 과천시 별양로 54,경기도 과천시 별양동 10번지,37.42372265,126.9935617,S
온누리건강나라약국,02-3418-6464,경기도 과천시 별양로 66-10,경기도 과천시 별양동 14번지 새서울프라자 1층,37.42421824,126.9941717,S
굴다리솜틀집,02-502-5425,경기도 과천시 향촌길 43,경기도 과천시 별양동 34-1,37.4255249,126.9975269,S
동신공인중개사무소,02-503-2488,,경기도 과천시 별양동 6번지 주공아파트,37.42904773,126.9956964,S
쌍용공인중개사무소,02-502-4839,경기도 과천시 별양로 85,경기도 과천시 별양동 7번지 삼호상가,37.42647074,126.9939455,S
한국야쿠르트,02-502-0004,,경기도 과천시 별양동 8호,37.42472267,126.992477,S
과천조은어린이집,,경기도 과천시 부림1길 42-9,경기도 과천시 부림동 13-11,37.43879659,126.995718,S
상록화원,02-507-1400,,경기도 과천시 부림동 41 남서울 상가 1층,37.43546304,126.9991646,S
GS25과천삼성점,02-502-8768,경기도 과천시 별양로 12,경기도 과천시 원문동 4번지 래미안슈르 1005호,37.42057803,126.9922516,S
주암동CU편의점,,,경기도 과천시 주암동,,,F
CU뉴양재주암점,02-529-9914,경기도 과천시 장군마을길 2,경기도 과천시 주암동 62-22번지,37.4637413,127.0344409,S
동성슈퍼,02-577-5081,경기도 과천시 장군마을1길 25,경기도 과천시 주암동 63 1층,37.46327305,127.033446,S
주암마트,02-529-5999,경기도 과천시 장군마을길 39,경기도 과천시 주암동 70-11 1층,37.46235413,127.0330274,S
관악식당,02-507-4846,경기도 과천시 희망4길 35,경기도 과천시 중앙동 13-7번지,37.43319192,126.990555,S
청솔공인중개사 사무소,02-504-8989,경기도 과천시 관문로 166,경기도 과천시 중앙동 67번지 삼성 종합상가 112호,37.4341023,126.9946903,S
10단지 관리사무소,02-502-0001,,경기도 과천시 중앙동 67번지 주공아파트,37.4341023,126.9946903,S
11단지관리사무소,02-507-0011,,경기도 과천시 중앙동 71번지,37.43424629,126.9925548,S
파리바게트,02-507-5413,,경기도 과천시 중앙동 71번지 래미안에코팰리스,37.43424629,126.9925548,S
광명시 광명종로약국,02-2682-8477,경기도 광명시 광복로 37,경기도 광명시 광명1동 9-28,37.48826009,126.8631497,S
광명시 시립광이 어린이집,02-2619-9452,경기도 광명시 광이로65번길 3,경기도 광명시 광명2동 62-19,37.48403834,126.8589064,S
광명시 현대문구,,경기도 광명시 오리로949번길 11,경기도 광명시 광명4동 158-422,37.47737773,126.8570651,S
광명시 코리아마트(나들가게),02-2613-8786,경기도 광명시 오리로995번길 5,경기도 광명시 광명4동 158-845,37.47929122,126.852573,S
광명시 롯데문구,02-2688-1736,경기도 광명시 오리로995번길 10,경기도 광명시 광명4동 158-891,37.47901138,126.8521552,S
광명시 우정e마트,02-2689-1254,경기도 광명시 너부대로 40,경기도 광명시 광명5동 211-1,37.47771072,126.8496481,S
광명시 세븐일레븐(광명교육청점),,경기도 광명시 광명로 773,경기도 광명시 광명6동 754,37.46915824,126.8480942,S
광명시 문방사우,,경기도 광명시 도덕로28번안길 11,경기도 광명시 광명7동 726-4,37.46715459,126.8524051,S
광명시 새마을금고(중앙지점),02-2619-3311,경기도 광명시 광명로928번길 15,경기도 광명시 광명동 109-9,37.48126119,126.8572045,S
광명시 미니스톱,02-2687-7419,경기도 광명시 광명로928번길 27,경기도 광명시 광명동 113-9,37.48084821,126.8584037,S
광명시 에이스수퍼(나들가게),02-2686-2287,경기도 광명시 오리로942번길 10,경기도 광명시 광명동 126-26,37.47892977,126.8589614,S
광명시 룸비니 어린이집,02-2618-0303,경기도 광명시 오리로942번길 21,경기도 광명시 광명동 127-16,37.4800111,126.8590724,S
광명시 한국야쿠르트(철산점),02-2683-3260,경기도 광명시 오리로984번길 19,경기도 광명시 광명동 143-4,37.48126707,126.8546832,S
광명시 행운할인마트,,경기도 광명시 오리로949번길 24-1,경기도 광명시 광명동 158-692,37.47634967,126.8563209,S
광명시 수정문구,02-2689-7064,경기도 광명시 광일로 51,경기도 광명시 광명동 16-27,37.48540289,126.8622618,S
광명시 대성마트(나들가게),02-2682-8898,경기도 광명시 광명로887번길 21,경기도 광명시 광명동 189-3,37.47901046,126.8514317,S
광명시 드림모바일,,경기도 광명시 너부대로 42-6,경기도 광명시 광명동 208-20,37.47765706,126.8499534,S
광명시 학교앞문구점,02-2615-2332,경기도 광명시 너부대로35번길 15-14,경기도 광명시 광명동 226-2,37.47762641,126.8471836,S
광명119안전센터,02-2610-3511,경기도 광명시 사성로 12,경기도 광명시 광명동 44-1,37.4853443,126.8585081,S
광명시 광명문구,02-2616-3598,경기도 광명시 오리로963번길 37,경기도 광명시 광명동 49-76번지,37.47554567,126.8546267,S
GS편의점(광문초교점),,경기도 광명시 도덕로28번안길 7,경기도 광명시 광명동 736-5,37.46715398,126.8519304,S
광명시 혜민약국,,경기도 광명시 도덕로 36,경기도 광명시 광명동 738-4,37.4681809,126.8517587,S
광명시 GS25편의점(광문점),02-2618-8095,경기도 광명시 도덕로 20,경기도 광명시 광명동 743-1,37.46773735,126.8501545,S
광명시 광남119안전센터,02-2610-3531,경기도 광명시 목감로 34,경기도 광명시 광명동 759-7번지,37.4714074,126.8455687,S
광명2동우체국,02-2619-0040,경기도 광명시 광명로 944,경기도 광명시 광명동 92-7번지,37.48284585,126.8563195,S
광명시 강릉슈퍼,02-897-1006,경기도 광명시 기아로 11,경기도 광명시 소하2동 897-3,37.43651748,126.8809858,S
광명시 에이스문구,02-898-1242,경기도 광명시 오리로 396,경기도 광명시 소하2동 903-5,37.43757963,126.8799897,S
광명시 삼일떡방아간,02-897-5777,,경기도 광명시 소하동,,,F
GS25(소하휴먼센터점),02-899-5968,경기도 광명시 소하로 55,경기도 광명시 소하동 1292,37.45054988,126.8847376,S
광명시 팬시북,02-899-1194,경기도 광명시 소하일로 32,경기도 광명시 소하동 1323,37.44776929,126.8882905,S
광명소방서,02-2610-3120,경기도 광명시 금하로 472,경기도 광명시 소하동 1336번지,37.44845991,126.8850913,S
광명시 끼니와새참,02-892-0678,경기도 광명시 성채안로 26,경기도 광명시 소하동 1373 상가,37.43459573,126.8873502,S
광명시 소하동우체국,02-897-3026,경기도 광명시 오리로 332,경기도 광명시 소하동 1383번지,37.43202013,126.8796824,S
광명시 안서문구서점,02-898-8891,경기도 광명시 기아로13번길 15,경기도 광명시 소하동 883-19,37.43774273,126.8808708,S
광명시 진성체육관,02-897-3920,경기도 광명시 영당로22번길 23,경기도 광명시 소하동 896-9번지,37.43693625,126.8765106,S
무궁화 문구센터,02-898-0308,경기도 광명시 오리로 399,경기도 광명시 소하동 909-27번지,37.43802022,126.8791189,S
광명시 농가슈퍼,02-2619-9756,,경기도 광명시 철산2동 235번지,37.48237378,126.8684859,S
광명시 또래분식,02-2684-9146,경기도 광명시 시청로138번안길 2-10,경기도 광명시 철산2동 86,37.486906,126.8686813,S
광명시 삼천리자전거,02-2683-3441,경기도 광명시 철산로 62,경기도 광명시 철산3동 449-2,37.477045,126.8730628,S
광명시 영아트 문구점,02-2616-7060,경기도 광명시 도덕공원로 52,경기도 광명시 철산3동 491-3,37.47363022,126.8650988,S
광명시 용인대체육관,02-8954-1403,경기도 광명시 가마산로 17,경기도 광명시 철산동 105-2,37.48457205,126.8683462,S
광명시 예솔유치원,02-2615-4238,경기도 광명시 가마산로 17,경기도 광명시 철산동 105-2번지 10단지교육센터 1층,37.48457205,126.8683462,S
광명시 동화나라 어린이집,02-2613-5680,경기도 광명시 연서일로 3,경기도 광명시 철산동 177-2,37.48254126,126.8652633,S
광명 철산3동 우체국,02-2686-0006,경기도 광명시 모세로 54,경기도 광명시 철산동 240-3,37.48098887,126.8708174,S
광명시 사랑약국,02-2682-8206,경기도 광명시 디지털로 29,경기도 광명시 철산동 448,37.4740692,126.8707956,S
광명시 하니어린이집,02-2617-0247,경기도 광명시 안양천로 309,경기도 광명시 철산동 449-3,37.47556928,126.8748176,S
광명시 성애문구점,02-2683-5460,,경기도 광명시 철산동 517-1,37.47351466,126.8664555,S
광명시 야쿠르트(광명점),02-2688-3466,경기도 광명시 도덕공원로 21-1,경기도 광명시 철산동 625-2,37.47090048,126.8653412,S
광명시 김밥천국,02-2618-7971,경기도 광명시 도덕공원로 35,경기도 광명시 철산동 630 브라운상가2차 105호,37.47179141,126.8644352,S
광명시 엄마와그림물감,02-2617-1826,경기도 광명시 사성로46번길 21,경기도 광명시 철산동 78-7,37.48451172,126.8629532,S
광명시 형제철물,02-2613-1300,경기도 광명시 시청로138번안길 2,경기도 광명시 철산동 85,37.48714914,126.8685678,S
광명시 아로마뜨 베이커리,02-897-4155,경기도 광명시 안재로2번길 43,경기도 광명시 하안1동 599-8,37.46107203,126.8746276,S
광명시 먹고가자 식당,02-897-0155,경기도 광명시 가림로 38,경기도 광명시 하안1동 702,37.46485427,126.8649001,S
광명시 5단지 카센터,,경기도 광명시 가림로 38,경기도 광명시 하안1동 702,37.46485427,126.8649001,S
광명시 색연필문구,02-898-3374,,경기도 광명시 하안1동 864,37.46854203,126.8672107,S
광명시 왕자문구,02-892-8919,경기도 광명시 안현로 35,경기도 광명시 하안2동 681,37.46637978,126.8754324,S
하안수퍼,,경기도 광명시 하안로 238,경기도 광명시 하안3동 200번지 103호,37.45907233,126.8837296,S
광명시 싱싱마트,,경기도 광명시 하안로 237,경기도 광명시 하안3동 260,37.45724195,126.8823988,S
광명시 럭키문구,02-803-4421,경기도 광명시 금당로 36,경기도 광명시 하안3동 260-2 1층,37.45882745,126.8821476,S
광명시 GS편의점(하안연서점),,경기도 광명시 안현로 52,경기도 광명시 하안4동 30-1,37.46548996,126.8774572,S
하안3동우체국,,경기도 광명시 금당로 45,경기도 광명시 하안동 110-6,37.45990953,126.8830162,S
광명시 아름슈퍼,02-807-0404,,경기도 광명시 하안동 13번지 하안9단지고층주공아파트,37.46754414,126.8773747,S
광명시 대흥마트(나들가게),02-808-3775,경기도 광명시 안현로 80,경기도 광명시 하안동 26,37.46701556,126.8802354,S
광명시 이삭샌드위치,02-894-3858,경기도 광명시 하안로 293-12,경기도 광명시 하안동 37-2,37.46149128,126.8791254,S
광명우체국,02-890-1165,경기도 광명시 범안로 1017,경기도 광명시 하안동 650-2,37.46107379,126.8762665,S
광명시 하안119안전센터,02-2610-3521,경기도 광명시 범안로 1025,경기도 광명시 하안동 650-4번지,37.46140802,126.8770684,S
광명시 한솔약국,02-898-2307,경기도 광명시 광덕산로 33,경기도 광명시 하안동 770 경흥빌딩 103,37.47084498,126.8720109,S
광명시 철산우체국,02-899-0006,경기도 광명시 광덕산로 35-1,경기도 광명시 하안동 771번지,37.47109745,126.87218,S
세븐일레븐경기광주월드점,,경기도 광주시 포돌이로11번길 9,경기도 광주시 경안동 128-44번지,37.41392306,127.2500349,S
굿,,경기도 광주시 경안로 104,경기도 광주시 경안동 185-1번지,37.40716616,127.2497303,S
CU(광주장신대점),,경기도 광주시 경안로88번길 43,경기도 광주시 경안동 215-2번지,37.40914156,127.2486751,S
동성MTA체육관,,경기도 광주시 경안로 150,경기도 광주시 경안동 219-43번지,37.40980842,127.2486208,S
푸른화원,,경기도 광주시 경안로 34,경기도 광주시 경안동 33-7번지,37.4096649,127.2568432,S
스마트학생복,031-765-6644,경기도 광주시 중앙로123번길 11,경기도 광주시 경안동 35-1,37.41006142,127.2568107,S
학우사,031-761-3893,경기도 광주시 중앙로123번길 24,경기도 광주시 경안동 36-13,37.40953227,127.2556681,S
부동산21공인중개사무소,031-768-1515,경기도 광주시 중앙로123번길 16-3,경기도 광주시 경안동 36-58번지,37.40997245,127.2562795,S
신용문구,031-764-8020,,경기도 광주시 경안동 36-69,37.40994477,127.2565844,S
백두태권도,,경기도 광주시 곤지암읍 곤지암로 70-6,경기도 광주시 곤지암읍 곤지암리 444-8번지,37.34990363,127.3388844,S
용인대청산K타이거즈,,경기도 광주시 곤지암읍 곤지암로 81,경기도 광주시 곤지암읍 곤지암리 447-3번지,37.34854351,127.3387429,S
한우리지역아동센터,031-769-8315,경기도 광주시 곤지암읍 곤지암로 87,경기도 광주시 곤지암읍 곤지암리 447-9번지,37.34812058,127.3385491,S
쌍용2차마트,031-764-1243,경기도 광주시 곤지암읍 곤지암로 88-4,경기도 광주시 곤지암읍 곤지암리 453-23번지,37.3480948,127.3381089,S
봉구스밥버거,031-762-7947,경기도 광주시 곤지암읍 곤지암로 74-1,경기도 광주시 곤지암읍 곤지암리 453-47번지,37.3490396,127.3385532,S
